"filename", "language", "Markdown", "JSON", "YAML", "Go Checksum File", "Go", "JavaScript", "HTML", "Go Module File", "TypeScript", "TypeScript JSX", "SCSS", "Ignore", "JSON with Comments", "Properties", "XML", "comment", "blank", "total"
"/home/server/NovexPanel/frontend/src/common/Toast/ToastHost.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 11, 79
"/home/server/NovexPanel/frontend/src/common/Toast/ToastHost.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 6, 44
"/home/server/NovexPanel/frontend/src/main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 10
"/home/server/NovexPanel/frontend/src/modals/Account/Account.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0, 46, 334
"/home/server/NovexPanel/frontend/src/modals/Account/Account.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 176, 0, 0, 0, 0, 0, 0, 3, 179
"/home/server/NovexPanel/frontend/src/modals/Confirm/Confirm.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 14, 103
"/home/server/NovexPanel/frontend/src/modals/Confirm/Confirm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 4, 48
"/home/server/NovexPanel/frontend/src/modals/Login/Login.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 19, 144
"/home/server/NovexPanel/frontend/src/modals/Login/Login.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 4, 13, 146
"/home/server/NovexPanel/frontend/src/modals/Registration/Registration.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 19, 144
"/home/server/NovexPanel/frontend/src/modals/Registration/Registration.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 0, 0, 0, 0, 0, 6, 21, 179
"/home/server/NovexPanel/frontend/tsconfig.app.json", "JSON", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 26
"/home/server/NovexPanel/frontend/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
